6;-14;4
8;-11;3
8;-11;3
8;-23;1
5;-40;-3
6;-5;-5
9;-36;-3
9;-36;-3
6;-38;-2
5;-14;0
-2;-27;2
-6;-17;3
-3;-13;5
-3;-13;5
1;-18;6
3;-14;5
3;-11;2
4;-17;0
4;-17;0
7;-26;-1
8;-26;2
2;-36;0
-11;-50;1
-11;-50;7
17;20;7
23;-20;1
2;-59;-4
-16;-32;-1
-5;-9;6
-5;-9;6
14;-21;7
19;-17;5
16;-17;4
9;-27;3
9;-27;3
6;-8;5
8;-4;6
10;-8;6
10;-4;6
11;9;2
11;9;2
14;19;-1
13;20;-6
23;30;-6
19;-5;-3
19;-5;-3
13;30;2
2;24;8
-1;17;8
2;16;5
3;8;5
3;8;5
4;25;6
3;36;3
6;15;1
10;-14;2
10;-14;2
13;11;3
8;9;-2
-1;17;0
25;84;10
25;84;10
23;31;9
1;-18;-1
-21;4;-3
-1;39;5
18;35;9
18;35;9
17;50;9
19;41;10
11;-4;8
4;-3;9
4;-3;9
7;2;10
14;8;6
14;17;4
9;23;4
1;-2;2
1;-2;2
-5;13;1
-1;-9;0
-4;-5;0
-4;13;2
-4;13;2
-6;-6;5
-8;2;5
-4;-6;4
-2;-11;2
4;-4;1
4;-4;1
7;-15;3
9;-17;4
11;-3;5
6;-27;1
6;-27;1
-6;-35;1
16;-4;5
23;-11;4
-3;-42;-9
-3;-42;-9
-21;7;-3
6;-4;4
20;-40;6
16;-14;7
17;-28;5
17;-28;5
6;-53;3
-1;-43;3
5;-39;4
7;-40;3
7;-40;3
6;-45;4
-3;-34;2
-11;-45;-2
-7;-36;-2
3;-63;-2
3;-63;-2
3;-47;-1
-2;-31;0
-9;-27;1
-8;-13;1
-8;-13;1
-3;-23;2
-2;-25;3
-3;-17;5
-4;-11;4
-1;-24;5
-1;-24;5
2;-29;4
5;-34;2
-8;-72;-3
0;-46;6
0;-46;6
17;7;7
1;-60;-2
-17;-31;-7
-6;-38;5
-6;-38;5
23;-43;10
27;-31;7
24;2;4
15;-32;5
6;-42;8
6;-42;8
4;-40;13
6;-37;15
10;-38;9
7;-26;1
7;-26;1
5;-21;-5
-5;-21;-7
-5;11;-6
-7;-17;-6
-8;6;-2
-8;6;-2
-12;-6;6
-14;-12;9
-13;-5;7
-11;-15;5
-11;-15;5
-9;-17;4
-6;-11;4
-3;-16;5
-1;-28;4
0;-33;2
0;-33;2
2;-39;-2
-13;-80;-8
-4;-54;3
21;8;5
21;8;5
5;-81;-5
-15;-46;-11
-14;-42;-3
9;-49;7
9;-49;7
20;-52;11
17;-35;6
6;-46;5
-1;-53;6
