9713;625
10346;618
10989;627
11652;647
12302;634
12957;639
13623;650
14347;707
15087;722
15846;741
16576;712
17253;661
17915;646
18552;622
19171;604
19773;587
20359;572
20929;556
21509;566
22099;576
22720;606
23380;644
24089;692
24762;657
25450;671
26136;669
26857;704
27536;663
28227;674
28936;692
29678;724
30422;726
31151;711
31912;743
32687;756
33393;689
34080;670
34770;673
35477;690
36206;711
36911;688
37620;692
38328;691
39017;672
39690;657
40366;660
41056;673
41748;675
42425;661
43116;674
43798;666
44476;662
45134;642
45793;643
46469;660
47162;676
47855;676
48521;650
49196;659
49868;656
50542;658
51231;672
51909;662
52569;644
53217;632
53875;642
54541;650
55234;676
55916;666
56550;619
57176;611
57789;598
58389;585
59013;609
59725;695
60379;638
74998;476
75481;471
75967;474
76456;477
76945;477
77437;480
78927;483
79431;492
79936;493
80448;500
80959;499
81467;496
81975;496
82487;500
83005;505
83524;506
84040;503
84560;507
85089;516
85621;519
86161;527
86693;519
87228;522
87755;514
88271;503
88787;503
89302;502
89820;505
90862;507
91384;509
91907;510
92448;528
93014;552
93593;565
94185;578
94770;571
95360;576
95940;566
96515;561
97081;552
97648;553
98206;544
98769;549
99332;549
99892;546
100452;546
101002;537
101541;526
102076;522
102607;518
103136;516
103663;514
106891;283
109098;539
110193;527
110743;537
111286;530
111824;525
112369;532
112898;516
113429;518
113955;513
114482;514
115007;512
115532;512
116054;509
116572;505
117098;513
117626;515
120484;570
121064;566
121634;556
122181;534
122726;532
123797;507
124321;511
124837;503
125347;498
125859;500
126380;508
126916;523
127465;536
128018;540
128547;516
129078;518
129592;501
130108;503
130626;505
131147;508
131675;515
132200;512
132735;522
133267;519
133803;523
134324;508
134846;509
135368;509
135893;512
136428;522
136965;524
137487;509
138012;512
138540;515
139065;512
139597;519
140133;523
140673;527
141196;510
141722;513
142260;525
142805;532
143332;514
143890;544
144438;535
144995;543
145556;547
146100;531
146640;527
147171;518
147691;507
148210;506
148718;496
149236;505
149753;504
150269;503
150787;505
151312;512
151856;531
152413;543
152987;560
153524;524
154062;525
154590;515
155119;516
155649;517
156190;528
156733;530
158342;529
158861;506
159403;529
159945;529
160493;535
161045;539
161581;523
162120;526
162658;525
163182;511
163707;512
164238;518
164765;514
165302;524
165839;524
166369;517
166881;500
167406;512
167923;504
168450;514
168984;521
169524;527
170053;516
170576;510
171099;510
171627;515
172139;500
172651;500
173171;507
173696;512
174234;525
174768;521
175285;504
175809;511
176324;502
176834;498
177340;494
177836;484
178335;487
178844;497
179372;515
179940;554
180531;577
181136;590
181729;579
182277;535
183455;574
184062;592
184627;551
185187;546
185760;559
186329;555
186870;528
187438;554
188006;554
188575;555
189722;559
190263;528
190802;526
192385;527
192921;523
193460;526
193979;506
194512;520
195033;508
195552;506
196071;506
196588;504
197105;504
197613;496
198131;505
198647;503
199167;507
199691;511
204267;481
204763;484
205260;485
205752;480
206251;487
206751;488
207246;483
207745;487
208239;482
208731;480
209218;475
209709;479
210196;475
210677;469
211154;465
211633;467
212105;460
212571;455
213040;458
213510;458
213981;459
214448;456
214910;451
215381;459
216318;456
216778;449
217239;450
217703;453
218171;457
218636;454
219102;455
219570;457
220039;458
220504;454
220967;452
221434;456
221892;447
222353;450
222808;444
223264;445
223721;446
224178;446
224632;443
225088;445
225546;447
226004;447
226457;442
226911;443
227364;442
227820;445
228274;443
228729;444
229183;443
229640;446
230096;445
230549;442
230999;439
231454;444
231904;439
232354;439
232804;439
234156;438
234608;441
235060;441
235514;443
235967;442
236417;439
236874;446
238245;444
238698;442
239610;446
240062;441
240513;440
240968;444
241425;446
241876;440
242785;446
243245;449
243703;447
244158;444
244613;444
245072;448
246440;442
246894;443
247354;449
247817;452
248281;453
248751;458
249223;460
249694;459
250162;457
250626;453
251091;454
251552;450
252009;446
252460;440
252913;442
253368;444
254729;440
256161;489
256677;503
257198;508
257706;496
258228;509
258734;494
259239;493
259732;481
260220;476
260705;473
261181;464
261651;458
262588;459
263061;461
263530;458
264001;459
264472;459
264947;463
265424;465
265689;258
266849;466
267339;478
267810;459
268281;459
268748;456
269219;459
269694;463
270162;457
271994;445
272459;454
272943;472
273434;479
287755;360
288144;379
288533;379
